PERMNO,date,TICKER,COMNAM,PRC
11850,20120924,XOM,EXXON MOBIL CORP,91.88
11850,20120925,XOM,EXXON MOBIL CORP,91.74
11850,20120926,XOM,EXXON MOBIL CORP,91.23
11850,20120927,XOM,EXXON MOBIL CORP,91.8
11850,20120928,XOM,EXXON MOBIL CORP,91.45
11850,20121001,XOM,EXXON MOBIL CORP,91.8
11850,20121002,XOM,EXXON MOBIL CORP,91.72
11850,20121003,XOM,EXXON MOBIL CORP,91.7
11850,20121004,XOM,EXXON MOBIL CORP,92.22
11850,20121005,XOM,EXXON MOBIL CORP,92.55
11850,20121008,XOM,EXXON MOBIL CORP,92.68
11850,20121009,XOM,EXXON MOBIL CORP,92.13
11850,20121010,XOM,EXXON MOBIL CORP,91.03
11850,20121011,XOM,EXXON MOBIL CORP,91.17
11850,20121012,XOM,EXXON MOBIL CORP,91.03
11850,20121015,XOM,EXXON MOBIL CORP,91.51
11850,20121016,XOM,EXXON MOBIL CORP,92.38
11850,20121017,XOM,EXXON MOBIL CORP,93.39
11850,20121018,XOM,EXXON MOBIL CORP,93.48
11850,20121019,XOM,EXXON MOBIL CORP,92.15
11850,20121022,XOM,EXXON MOBIL CORP,92.19
11850,20121023,XOM,EXXON MOBIL CORP,90.18
11850,20121024,XOM,EXXON MOBIL CORP,89.88
11850,20121025,XOM,EXXON MOBIL CORP,90.43
11850,20121026,XOM,EXXON MOBIL CORP,90.62
11850,20121031,XOM,EXXON MOBIL CORP,91.17
11850,20121101,XOM,EXXON MOBIL CORP,91.6
11850,20121102,XOM,EXXON MOBIL CORP,90.27
11850,20121105,XOM,EXXON MOBIL CORP,90.63
11850,20121106,XOM,EXXON MOBIL CORP,91.61
11850,20121107,XOM,EXXON MOBIL CORP,88.18
11850,20121108,XOM,EXXON MOBIL CORP,87.0695
11850,20121109,XOM,EXXON MOBIL CORP,87.21
11850,20121112,XOM,EXXON MOBIL CORP,87.32
11850,20121113,XOM,EXXON MOBIL CORP,86.47
11850,20121114,XOM,EXXON MOBIL CORP,86.07
11850,20121115,XOM,EXXON MOBIL CORP,86.14
11850,20121116,XOM,EXXON MOBIL CORP,86.45
11850,20121119,XOM,EXXON MOBIL CORP,87.67
11850,20121120,XOM,EXXON MOBIL CORP,87.5
11850,20121121,XOM,EXXON MOBIL CORP,88.01
11850,20121123,XOM,EXXON MOBIL CORP,89.09
11850,20121126,XOM,EXXON MOBIL CORP,88.62
11850,20121127,XOM,EXXON MOBIL CORP,87.35
11850,20121128,XOM,EXXON MOBIL CORP,88.1
11850,20121129,XOM,EXXON MOBIL CORP,88.12
11850,20121130,XOM,EXXON MOBIL CORP,88.14
11850,20121203,XOM,EXXON MOBIL CORP,87.61
11850,20121204,XOM,EXXON MOBIL CORP,87.19
11850,20121205,XOM,EXXON MOBIL CORP,87.73
11850,20121206,XOM,EXXON MOBIL CORP,88
11850,20121207,XOM,EXXON MOBIL CORP,88.6
11850,20121210,XOM,EXXON MOBIL CORP,88.41
11850,20121211,XOM,EXXON MOBIL CORP,88.99
11850,20121212,XOM,EXXON MOBIL CORP,89.45
11850,20121213,XOM,EXXON MOBIL CORP,88.58
11850,20121214,XOM,EXXON MOBIL CORP,88.08
11850,20121217,XOM,EXXON MOBIL CORP,88.87
11850,20121218,XOM,EXXON MOBIL CORP,89.56
11850,20121219,XOM,EXXON MOBIL CORP,88.4364
11850,20121220,XOM,EXXON MOBIL CORP,88.89
11850,20121221,XOM,EXXON MOBIL CORP,87.23
11850,20121224,XOM,EXXON MOBIL CORP,86.92
11850,20121226,XOM,EXXON MOBIL CORP,87.07
11850,20121227,XOM,EXXON MOBIL CORP,86.86
11850,20121228,XOM,EXXON MOBIL CORP,85.1
11850,20121231,XOM,EXXON MOBIL CORP,86.55
11850,20130102,XOM,EXXON MOBIL CORP,88.71
11850,20130103,XOM,EXXON MOBIL CORP,88.55
11850,20130104,XOM,EXXON MOBIL CORP,88.96
11850,20130107,XOM,EXXON MOBIL CORP,87.93
11850,20130108,XOM,EXXON MOBIL CORP,88.48
11850,20130109,XOM,EXXON MOBIL CORP,88.14
11850,20130110,XOM,EXXON MOBIL CORP,89.1
11850,20130111,XOM,EXXON MOBIL CORP,89.61
11850,20130114,XOM,EXXON MOBIL CORP,89.58
11850,20130115,XOM,EXXON MOBIL CORP,89.53
11850,20130116,XOM,EXXON MOBIL CORP,89.47
11850,20130117,XOM,EXXON MOBIL CORP,90.2
11850,20130118,XOM,EXXON MOBIL CORP,90.8
11850,20130122,XOM,EXXON MOBIL CORP,90.92
11850,20130123,XOM,EXXON MOBIL CORP,90.7
11850,20130124,XOM,EXXON MOBIL CORP,91.35
11850,20130125,XOM,EXXON MOBIL CORP,91.73
11850,20130128,XOM,EXXON MOBIL CORP,91.11
11850,20130129,XOM,EXXON MOBIL CORP,91.76
11850,20130130,XOM,EXXON MOBIL CORP,90.67
11850,20130131,XOM,EXXON MOBIL CORP,89.97
11850,20130201,XOM,EXXON MOBIL CORP,90.04
11850,20130204,XOM,EXXON MOBIL CORP,89.15
11850,20130205,XOM,EXXON MOBIL CORP,89.74
11850,20130206,XOM,EXXON MOBIL CORP,89.79
11850,20130207,XOM,EXXON MOBIL CORP,88.25
11850,20130208,XOM,EXXON MOBIL CORP,88.61
11850,20130211,XOM,EXXON MOBIL CORP,88.28
11850,20130212,XOM,EXXON MOBIL CORP,88.46
11850,20130213,XOM,EXXON MOBIL CORP,88.67
11850,20130214,XOM,EXXON MOBIL CORP,88.52
11850,20130215,XOM,EXXON MOBIL CORP,88.36
11850,20130219,XOM,EXXON MOBIL CORP,89.32
11850,20130220,XOM,EXXON MOBIL CORP,88.97
11850,20130221,XOM,EXXON MOBIL CORP,88.59
11850,20130222,XOM,EXXON MOBIL CORP,89.2
11850,20130225,XOM,EXXON MOBIL CORP,87.7
11850,20130226,XOM,EXXON MOBIL CORP,88.51
11850,20130227,XOM,EXXON MOBIL CORP,89.53
11850,20130228,XOM,EXXON MOBIL CORP,89.55
11850,20130301,XOM,EXXON MOBIL CORP,89.43
11850,20130304,XOM,EXXON MOBIL CORP,88.95
11850,20130305,XOM,EXXON MOBIL CORP,89.61
11850,20130306,XOM,EXXON MOBIL CORP,89.56
11850,20130307,XOM,EXXON MOBIL CORP,88.71
11850,20130308,XOM,EXXON MOBIL CORP,88.97
11850,20130311,XOM,EXXON MOBIL CORP,89.16
11850,20130312,XOM,EXXON MOBIL CORP,89.16
11850,20130313,XOM,EXXON MOBIL CORP,89.26
11850,20130314,XOM,EXXON MOBIL CORP,89.83
11850,20130315,XOM,EXXON MOBIL CORP,89.37
11850,20130318,XOM,EXXON MOBIL CORP,88.77
11850,20130319,XOM,EXXON MOBIL CORP,88.58
11850,20130320,XOM,EXXON MOBIL CORP,88.63
11850,20130321,XOM,EXXON MOBIL CORP,88.17
11850,20130322,XOM,EXXON MOBIL CORP,89.29
11850,20130325,XOM,EXXON MOBIL CORP,89.02
11850,20130326,XOM,EXXON MOBIL CORP,90.13
11850,20130327,XOM,EXXON MOBIL CORP,90.58
11850,20130328,XOM,EXXON MOBIL CORP,90.11
11850,20130401,XOM,EXXON MOBIL CORP,90.77
11850,20130402,XOM,EXXON MOBIL CORP,90.58
11850,20130403,XOM,EXXON MOBIL CORP,89.93
11850,20130404,XOM,EXXON MOBIL CORP,89.77
11850,20130405,XOM,EXXON MOBIL CORP,89.01
11850,20130408,XOM,EXXON MOBIL CORP,88.6
11850,20130409,XOM,EXXON MOBIL CORP,88.77
11850,20130410,XOM,EXXON MOBIL CORP,88.68
11850,20130411,XOM,EXXON MOBIL CORP,89.22
11850,20130412,XOM,EXXON MOBIL CORP,88.99
11850,20130415,XOM,EXXON MOBIL CORP,86.49
11850,20130416,XOM,EXXON MOBIL CORP,86.61
11850,20130417,XOM,EXXON MOBIL CORP,86.08
11850,20130418,XOM,EXXON MOBIL CORP,86.62
11850,20130419,XOM,EXXON MOBIL CORP,87.45
11850,20130422,XOM,EXXON MOBIL CORP,88.09
11850,20130423,XOM,EXXON MOBIL CORP,89.3
11850,20130424,XOM,EXXON MOBIL CORP,89.43
11850,20130425,XOM,EXXON MOBIL CORP,88.07
11850,20130426,XOM,EXXON MOBIL CORP,88
11850,20130429,XOM,EXXON MOBIL CORP,88.21
11850,20130430,XOM,EXXON MOBIL CORP,88.99
11850,20130501,XOM,EXXON MOBIL CORP,87.51
11850,20130502,XOM,EXXON MOBIL CORP,88.63
11850,20130503,XOM,EXXON MOBIL CORP,90.02
11850,20130506,XOM,EXXON MOBIL CORP,90.58
11850,20130507,XOM,EXXON MOBIL CORP,91.15
11850,20130508,XOM,EXXON MOBIL CORP,91.7
11850,20130509,XOM,EXXON MOBIL CORP,91.03
11850,20130510,XOM,EXXON MOBIL CORP,90.14
11850,20130513,XOM,EXXON MOBIL CORP,90.1
11850,20130514,XOM,EXXON MOBIL CORP,91.11
11850,20130515,XOM,EXXON MOBIL CORP,91.24
11850,20130516,XOM,EXXON MOBIL CORP,90.7
11850,20130517,XOM,EXXON MOBIL CORP,91.76
11850,20130520,XOM,EXXON MOBIL CORP,92.52
11850,20130521,XOM,EXXON MOBIL CORP,92.8
11850,20130522,XOM,EXXON MOBIL CORP,92.19
11850,20130523,XOM,EXXON MOBIL CORP,91.79
11850,20130524,XOM,EXXON MOBIL CORP,91.53
11850,20130528,XOM,EXXON MOBIL CORP,92.38
11850,20130529,XOM,EXXON MOBIL CORP,92.08
11850,20130530,XOM,EXXON MOBIL CORP,92.09
11850,20130531,XOM,EXXON MOBIL CORP,90.47
11850,20130603,XOM,EXXON MOBIL CORP,91.46
11850,20130604,XOM,EXXON MOBIL CORP,90.79
11850,20130605,XOM,EXXON MOBIL CORP,89.65
11850,20130606,XOM,EXXON MOBIL CORP,90.23
11850,20130607,XOM,EXXON MOBIL CORP,91.45
11850,20130610,XOM,EXXON MOBIL CORP,91.12
11850,20130611,XOM,EXXON MOBIL CORP,90.46
11850,20130612,XOM,EXXON MOBIL CORP,89.74
11850,20130613,XOM,EXXON MOBIL CORP,91.33
11850,20130614,XOM,EXXON MOBIL CORP,90.58
11850,20130617,XOM,EXXON MOBIL CORP,91.51
11850,20130618,XOM,EXXON MOBIL CORP,91.93
11850,20130619,XOM,EXXON MOBIL CORP,91
11850,20130620,XOM,EXXON MOBIL CORP,89.05
11850,20130621,XOM,EXXON MOBIL CORP,89.48
11850,20130624,XOM,EXXON MOBIL CORP,88.48
11850,20130625,XOM,EXXON MOBIL CORP,89.11
11850,20130626,XOM,EXXON MOBIL CORP,89.8
11850,20130627,XOM,EXXON MOBIL CORP,90.04
11850,20130628,XOM,EXXON MOBIL CORP,90.35
11850,20130701,XOM,EXXON MOBIL CORP,90.3
11850,20130702,XOM,EXXON MOBIL CORP,90.64
11850,20130703,XOM,EXXON MOBIL CORP,90.69
11850,20130705,XOM,EXXON MOBIL CORP,91.57
11850,20130708,XOM,EXXON MOBIL CORP,92.25
11850,20130709,XOM,EXXON MOBIL CORP,93.34
11850,20130710,XOM,EXXON MOBIL CORP,92.82
11850,20130711,XOM,EXXON MOBIL CORP,93.27
11850,20130712,XOM,EXXON MOBIL CORP,93.4
11850,20130715,XOM,EXXON MOBIL CORP,93.25
11850,20130716,XOM,EXXON MOBIL CORP,93.3
11850,20130717,XOM,EXXON MOBIL CORP,93.46
11850,20130718,XOM,EXXON MOBIL CORP,94.38
11850,20130719,XOM,EXXON MOBIL CORP,95.17
11850,20130722,XOM,EXXON MOBIL CORP,94.83
11850,20130723,XOM,EXXON MOBIL CORP,95.2
11850,20130724,XOM,EXXON MOBIL CORP,94.99
11850,20130725,XOM,EXXON MOBIL CORP,94.97
11850,20130726,XOM,EXXON MOBIL CORP,94.79
11850,20130729,XOM,EXXON MOBIL CORP,94.03
11850,20130730,XOM,EXXON MOBIL CORP,93.81
11850,20130731,XOM,EXXON MOBIL CORP,93.75
11850,20130801,XOM,EXXON MOBIL CORP,92.73
11850,20130802,XOM,EXXON MOBIL CORP,91.95
11850,20130805,XOM,EXXON MOBIL CORP,91.59
11850,20130806,XOM,EXXON MOBIL CORP,91.47
11850,20130807,XOM,EXXON MOBIL CORP,91.34
11850,20130808,XOM,EXXON MOBIL CORP,91.78
11850,20130809,XOM,EXXON MOBIL CORP,90.72
11850,20130812,XOM,EXXON MOBIL CORP,89.89
11850,20130813,XOM,EXXON MOBIL CORP,89.4
11850,20130814,XOM,EXXON MOBIL CORP,88.95
11850,20130815,XOM,EXXON MOBIL CORP,88.16
11850,20130816,XOM,EXXON MOBIL CORP,87.91
11850,20130819,XOM,EXXON MOBIL CORP,86.92
11850,20130820,XOM,EXXON MOBIL CORP,86.83
11850,20130821,XOM,EXXON MOBIL CORP,86.42
11850,20130822,XOM,EXXON MOBIL CORP,86.98
11850,20130823,XOM,EXXON MOBIL CORP,87.52
11850,20130826,XOM,EXXON MOBIL CORP,87.09
11850,20130827,XOM,EXXON MOBIL CORP,86.82
11850,20130828,XOM,EXXON MOBIL CORP,88.84
11850,20130829,XOM,EXXON MOBIL CORP,87.27
11850,20130830,XOM,EXXON MOBIL CORP,87.16
11850,20130903,XOM,EXXON MOBIL CORP,87.15
11850,20130904,XOM,EXXON MOBIL CORP,87.76
11850,20130905,XOM,EXXON MOBIL CORP,87.35
11850,20130906,XOM,EXXON MOBIL CORP,87.25
11850,20130909,XOM,EXXON MOBIL CORP,88.04
11850,20130910,XOM,EXXON MOBIL CORP,87.82
11850,20130911,XOM,EXXON MOBIL CORP,88.84
11850,20130912,XOM,EXXON MOBIL CORP,87.98
11850,20130913,XOM,EXXON MOBIL CORP,88.4
11850,20130916,XOM,EXXON MOBIL CORP,88.67
11850,20130917,XOM,EXXON MOBIL CORP,88.94
11850,20130918,XOM,EXXON MOBIL CORP,89.58
11850,20130919,XOM,EXXON MOBIL CORP,89.28
11850,20130920,XOM,EXXON MOBIL CORP,88.66
11850,20130923,XOM,EXXON MOBIL CORP,87.75
11850,20130924,XOM,EXXON MOBIL CORP,87.36
11850,20130925,XOM,EXXON MOBIL CORP,87.14
11850,20130926,XOM,EXXON MOBIL CORP,87.07
11850,20130927,XOM,EXXON MOBIL CORP,86.9
11850,20130930,XOM,EXXON MOBIL CORP,86.04
11850,20131001,XOM,EXXON MOBIL CORP,86
11850,20131002,XOM,EXXON MOBIL CORP,86.08
11850,20131003,XOM,EXXON MOBIL CORP,85.5
11850,20131004,XOM,EXXON MOBIL CORP,86.32
11850,20131007,XOM,EXXON MOBIL CORP,85.9
11850,20131008,XOM,EXXON MOBIL CORP,85.51
11850,20131009,XOM,EXXON MOBIL CORP,85.16
11850,20131010,XOM,EXXON MOBIL CORP,86.04
11850,20131011,XOM,EXXON MOBIL CORP,86.95
11850,20131014,XOM,EXXON MOBIL CORP,87.6
11850,20131015,XOM,EXXON MOBIL CORP,86.79
11850,20131016,XOM,EXXON MOBIL CORP,87.31
11850,20131017,XOM,EXXON MOBIL CORP,87.48
11850,20131018,XOM,EXXON MOBIL CORP,87.55
11850,20131021,XOM,EXXON MOBIL CORP,87.23
11850,20131022,XOM,EXXON MOBIL CORP,87.98
11850,20131023,XOM,EXXON MOBIL CORP,87.61
11850,20131024,XOM,EXXON MOBIL CORP,88.42
11850,20131025,XOM,EXXON MOBIL CORP,87.97
11850,20131028,XOM,EXXON MOBIL CORP,88.23
11850,20131029,XOM,EXXON MOBIL CORP,88.93
11850,20131030,XOM,EXXON MOBIL CORP,88.81
11850,20131031,XOM,EXXON MOBIL CORP,89.62
11850,20131101,XOM,EXXON MOBIL CORP,89.82
11850,20131104,XOM,EXXON MOBIL CORP,92.1
11850,20131105,XOM,EXXON MOBIL CORP,91.99
11850,20131106,XOM,EXXON MOBIL CORP,93.22
11850,20131107,XOM,EXXON MOBIL CORP,91.96
11850,20131108,XOM,EXXON MOBIL CORP,92.73
11850,20131111,XOM,EXXON MOBIL CORP,92.96
11850,20131112,XOM,EXXON MOBIL CORP,92.67
11850,20131113,XOM,EXXON MOBIL CORP,92.59
11850,20131114,XOM,EXXON MOBIL CORP,93.22
11850,20131115,XOM,EXXON MOBIL CORP,95.27
11850,20131118,XOM,EXXON MOBIL CORP,95.45
11850,20131119,XOM,EXXON MOBIL CORP,95.42
11850,20131120,XOM,EXXON MOBIL CORP,94.68
11850,20131121,XOM,EXXON MOBIL CORP,94.69
11850,20131122,XOM,EXXON MOBIL CORP,95.01
11850,20131125,XOM,EXXON MOBIL CORP,95.09
11850,20131126,XOM,EXXON MOBIL CORP,94.27
11850,20131127,XOM,EXXON MOBIL CORP,93.8
11850,20131129,XOM,EXXON MOBIL CORP,93.48
11850,20131202,XOM,EXXON MOBIL CORP,93.52
11850,20131203,XOM,EXXON MOBIL CORP,94.39
11850,20131204,XOM,EXXON MOBIL CORP,94.67
11850,20131205,XOM,EXXON MOBIL CORP,94.13
11850,20131206,XOM,EXXON MOBIL CORP,95.65
11850,20131209,XOM,EXXON MOBIL CORP,95.84
11850,20131210,XOM,EXXON MOBIL CORP,95.71
11850,20131211,XOM,EXXON MOBIL CORP,94.26
11850,20131212,XOM,EXXON MOBIL CORP,95.36
11850,20131213,XOM,EXXON MOBIL CORP,95.31
11850,20131216,XOM,EXXON MOBIL CORP,97.22
11850,20131217,XOM,EXXON MOBIL CORP,96.75
11850,20131218,XOM,EXXON MOBIL CORP,99.54
11850,20131219,XOM,EXXON MOBIL CORP,99.43
11850,20131220,XOM,EXXON MOBIL CORP,98.68
11850,20131223,XOM,EXXON MOBIL CORP,98.51
11850,20131224,XOM,EXXON MOBIL CORP,99.22
11850,20131226,XOM,EXXON MOBIL CORP,100.9
11850,20131227,XOM,EXXON MOBIL CORP,101.51
11850,20131230,XOM,EXXON MOBIL CORP,100.31
11850,20131231,XOM,EXXON MOBIL CORP,101.2
11850,20140102,XOM,EXXON MOBIL CORP,99.75
11850,20140103,XOM,EXXON MOBIL CORP,99.51
11850,20140106,XOM,EXXON MOBIL CORP,99.66
11850,20140107,XOM,EXXON MOBIL CORP,101.07
11850,20140108,XOM,EXXON MOBIL CORP,100.74
11850,20140109,XOM,EXXON MOBIL CORP,99.76
11850,20140110,XOM,EXXON MOBIL CORP,100.52
11850,20140113,XOM,EXXON MOBIL CORP,98.55
11850,20140114,XOM,EXXON MOBIL CORP,99.12
11850,20140115,XOM,EXXON MOBIL CORP,98.78
11850,20140116,XOM,EXXON MOBIL CORP,98.94
11850,20140117,XOM,EXXON MOBIL CORP,99.16
11850,20140121,XOM,EXXON MOBIL CORP,98.5
11850,20140122,XOM,EXXON MOBIL CORP,97.88
11850,20140123,XOM,EXXON MOBIL CORP,96.97
11850,20140124,XOM,EXXON MOBIL CORP,94.85
11850,20140127,XOM,EXXON MOBIL CORP,94.92
11850,20140128,XOM,EXXON MOBIL CORP,95.65
11850,20140129,XOM,EXXON MOBIL CORP,95.11
11850,20140130,XOM,EXXON MOBIL CORP,93.99
11850,20140131,XOM,EXXON MOBIL CORP,92.16
11850,20140203,XOM,EXXON MOBIL CORP,90.05
11850,20140204,XOM,EXXON MOBIL CORP,90.02
11850,20140205,XOM,EXXON MOBIL CORP,89.58
11850,20140206,XOM,EXXON MOBIL CORP,89.8
11850,20140207,XOM,EXXON MOBIL CORP,90.58
11850,20140210,XOM,EXXON MOBIL CORP,89.52
11850,20140211,XOM,EXXON MOBIL CORP,90.84
11850,20140212,XOM,EXXON MOBIL CORP,91.08
11850,20140213,XOM,EXXON MOBIL CORP,91.43
11850,20140214,XOM,EXXON MOBIL CORP,94.11
11850,20140218,XOM,EXXON MOBIL CORP,94.07
11850,20140219,XOM,EXXON MOBIL CORP,93.95
11850,20140220,XOM,EXXON MOBIL CORP,95.37
11850,20140221,XOM,EXXON MOBIL CORP,95.03
11850,20140224,XOM,EXXON MOBIL CORP,96.44
11850,20140225,XOM,EXXON MOBIL CORP,96.31
11850,20140226,XOM,EXXON MOBIL CORP,95.79
11850,20140227,XOM,EXXON MOBIL CORP,95.84
11850,20140228,XOM,EXXON MOBIL CORP,96.27
11850,20140303,XOM,EXXON MOBIL CORP,95.5
11850,20140304,XOM,EXXON MOBIL CORP,96.52
11850,20140305,XOM,EXXON MOBIL CORP,93.8
11850,20140306,XOM,EXXON MOBIL CORP,93.76
11850,20140307,XOM,EXXON MOBIL CORP,94.99
11850,20140310,XOM,EXXON MOBIL CORP,95.5
11850,20140311,XOM,EXXON MOBIL CORP,94.01
11850,20140312,XOM,EXXON MOBIL CORP,94.21
11850,20140313,XOM,EXXON MOBIL CORP,93.64
11850,20140314,XOM,EXXON MOBIL CORP,93.47
11850,20140317,XOM,EXXON MOBIL CORP,94.32
11850,20140318,XOM,EXXON MOBIL CORP,94.71
11850,20140319,XOM,EXXON MOBIL CORP,93.73
11850,20140320,XOM,EXXON MOBIL CORP,94.58
11850,20140321,XOM,EXXON MOBIL CORP,94.31
11850,20140324,XOM,EXXON MOBIL CORP,94.64
11850,20140325,XOM,EXXON MOBIL CORP,94.91
11850,20140326,XOM,EXXON MOBIL CORP,94.7
11850,20140327,XOM,EXXON MOBIL CORP,96.24
11850,20140328,XOM,EXXON MOBIL CORP,97.7
11850,20140331,XOM,EXXON MOBIL CORP,97.68
11850,20140401,XOM,EXXON MOBIL CORP,97.73
11850,20140402,XOM,EXXON MOBIL CORP,97.95
11850,20140403,XOM,EXXON MOBIL CORP,97.93
11850,20140404,XOM,EXXON MOBIL CORP,97.36
11850,20140407,XOM,EXXON MOBIL CORP,96.78
11850,20140408,XOM,EXXON MOBIL CORP,97.45
11850,20140409,XOM,EXXON MOBIL CORP,97.33
11850,20140410,XOM,EXXON MOBIL CORP,96.78
11850,20140411,XOM,EXXON MOBIL CORP,96.72
11850,20140414,XOM,EXXON MOBIL CORP,97.86
11850,20140415,XOM,EXXON MOBIL CORP,98.68
11850,20140416,XOM,EXXON MOBIL CORP,99.94
11850,20140417,XOM,EXXON MOBIL CORP,100.42
11850,20140421,XOM,EXXON MOBIL CORP,100.93
11850,20140422,XOM,EXXON MOBIL CORP,100.37
11850,20140423,XOM,EXXON MOBIL CORP,100.5
11850,20140424,XOM,EXXON MOBIL CORP,100.01
11850,20140425,XOM,EXXON MOBIL CORP,100.41
11850,20140428,XOM,EXXON MOBIL CORP,101.17
11850,20140429,XOM,EXXON MOBIL CORP,101.45
11850,20140430,XOM,EXXON MOBIL CORP,102.41
11850,20140501,XOM,EXXON MOBIL CORP,101.41
11850,20140502,XOM,EXXON MOBIL CORP,102.01
11850,20140505,XOM,EXXON MOBIL CORP,102.91
11850,20140506,XOM,EXXON MOBIL CORP,102.67
11850,20140507,XOM,EXXON MOBIL CORP,103.11
11850,20140508,XOM,EXXON MOBIL CORP,102.32
11850,20140509,XOM,EXXON MOBIL CORP,101.95
11850,20140512,XOM,EXXON MOBIL CORP,102.23
11850,20140513,XOM,EXXON MOBIL CORP,102.36
11850,20140514,XOM,EXXON MOBIL CORP,102.29
11850,20140515,XOM,EXXON MOBIL CORP,100.78
11850,20140516,XOM,EXXON MOBIL CORP,100.74
11850,20140519,XOM,EXXON MOBIL CORP,100.87
11850,20140520,XOM,EXXON MOBIL CORP,100.67
11850,20140521,XOM,EXXON MOBIL CORP,102.03
11850,20140522,XOM,EXXON MOBIL CORP,101.5
11850,20140523,XOM,EXXON MOBIL CORP,101.32
11850,20140527,XOM,EXXON MOBIL CORP,101.36
11850,20140528,XOM,EXXON MOBIL CORP,101.06
11850,20140529,XOM,EXXON MOBIL CORP,101.27
11850,20140530,XOM,EXXON MOBIL CORP,100.53
11850,20140602,XOM,EXXON MOBIL CORP,99.94
11850,20140603,XOM,EXXON MOBIL CORP,100.39
11850,20140604,XOM,EXXON MOBIL CORP,100.04
11850,20140605,XOM,EXXON MOBIL CORP,100.55
11850,20140606,XOM,EXXON MOBIL CORP,101.6
11850,20140609,XOM,EXXON MOBIL CORP,101.52
11850,20140610,XOM,EXXON MOBIL CORP,101.46
11850,20140611,XOM,EXXON MOBIL CORP,101.95
11850,20140612,XOM,EXXON MOBIL CORP,101.66
11850,20140613,XOM,EXXON MOBIL CORP,102.65
11850,20140616,XOM,EXXON MOBIL CORP,102.92
11850,20140617,XOM,EXXON MOBIL CORP,102.42
11850,20140618,XOM,EXXON MOBIL CORP,102.73
11850,20140619,XOM,EXXON MOBIL CORP,102.63
11850,20140620,XOM,EXXON MOBIL CORP,103.83
11850,20140623,XOM,EXXON MOBIL CORP,104.38
11850,20140624,XOM,EXXON MOBIL CORP,102.73
11850,20140625,XOM,EXXON MOBIL CORP,102.14
11850,20140626,XOM,EXXON MOBIL CORP,102.03
11850,20140627,XOM,EXXON MOBIL CORP,101.21
11850,20140630,XOM,EXXON MOBIL CORP,100.68
11850,20140701,XOM,EXXON MOBIL CORP,101.36
11850,20140702,XOM,EXXON MOBIL CORP,101.57
11850,20140703,XOM,EXXON MOBIL CORP,102.59
11850,20140707,XOM,EXXON MOBIL CORP,102.65
11850,20140708,XOM,EXXON MOBIL CORP,102.83
11850,20140709,XOM,EXXON MOBIL CORP,103.55
11850,20140710,XOM,EXXON MOBIL CORP,102.57
11850,20140711,XOM,EXXON MOBIL CORP,101.74
11850,20140714,XOM,EXXON MOBIL CORP,102.68
11850,20140715,XOM,EXXON MOBIL CORP,102.39
11850,20140716,XOM,EXXON MOBIL CORP,103.77
11850,20140717,XOM,EXXON MOBIL CORP,102.31
11850,20140718,XOM,EXXON MOBIL CORP,102.73
11850,20140721,XOM,EXXON MOBIL CORP,103.08
11850,20140722,XOM,EXXON MOBIL CORP,103.54
11850,20140723,XOM,EXXON MOBIL CORP,104.25
11850,20140724,XOM,EXXON MOBIL CORP,104.28
11850,20140725,XOM,EXXON MOBIL CORP,103.18
11850,20140728,XOM,EXXON MOBIL CORP,104.37
11850,20140729,XOM,EXXON MOBIL CORP,103.55
11850,20140730,XOM,EXXON MOBIL CORP,103.25
11850,20140731,XOM,EXXON MOBIL CORP,98.94
11850,20140801,XOM,EXXON MOBIL CORP,98.8
11850,20140804,XOM,EXXON MOBIL CORP,100.13
11850,20140805,XOM,EXXON MOBIL CORP,98.2
11850,20140806,XOM,EXXON MOBIL CORP,98.98
11850,20140807,XOM,EXXON MOBIL CORP,98.27
11850,20140808,XOM,EXXON MOBIL CORP,99.74
11850,20140811,XOM,EXXON MOBIL CORP,98.73
11850,20140812,XOM,EXXON MOBIL CORP,98.49
11850,20140813,XOM,EXXON MOBIL CORP,99.09
11850,20140814,XOM,EXXON MOBIL CORP,99.09
11850,20140815,XOM,EXXON MOBIL CORP,99.03
11850,20140818,XOM,EXXON MOBIL CORP,99.52
11850,20140819,XOM,EXXON MOBIL CORP,99.49
11850,20140820,XOM,EXXON MOBIL CORP,99.7
11850,20140821,XOM,EXXON MOBIL CORP,99.28
11850,20140822,XOM,EXXON MOBIL CORP,98.5
11850,20140825,XOM,EXXON MOBIL CORP,98.75
11850,20140826,XOM,EXXON MOBIL CORP,99.64
11850,20140827,XOM,EXXON MOBIL CORP,99.53
11850,20140828,XOM,EXXON MOBIL CORP,99.57
11850,20140829,XOM,EXXON MOBIL CORP,99.46
11850,20140902,XOM,EXXON MOBIL CORP,98.49
11850,20140903,XOM,EXXON MOBIL CORP,99.11
11850,20140904,XOM,EXXON MOBIL CORP,98.36
11850,20140905,XOM,EXXON MOBIL CORP,99.26
11850,20140908,XOM,EXXON MOBIL CORP,97.77
11850,20140909,XOM,EXXON MOBIL CORP,97.39
11850,20140910,XOM,EXXON MOBIL CORP,96.81
11850,20140911,XOM,EXXON MOBIL CORP,97.03
11850,20140912,XOM,EXXON MOBIL CORP,95.78
11850,20140915,XOM,EXXON MOBIL CORP,96.29
11850,20140916,XOM,EXXON MOBIL CORP,97.43
11850,20140917,XOM,EXXON MOBIL CORP,97.08
11850,20140918,XOM,EXXON MOBIL CORP,96.61
